referrer,views_total,views_unique
Google,305,139
DuckDuckGo,51,12
en.nenadsky.com,42,11
yandex.ru,33,17
github.com,27,13
Bing,21,12
search.brave.com,7,5
Yahoo,7,1
ssdielect.com,4,4
ya.ru,4,3
