referrer,views_total,views_unique
Google,306,128
yandex.ru,25,14
en.nenadsky.com,22,12
DuckDuckGo,21,8
github.com,10,3
search.brave.com,7,6
Bing,5,3
ssdielect.com,5,2
ya.ru,4,1
qwant.com,3,1
