referrer,views_total,views_unique
Google,279,103
Bing,27,15
DuckDuckGo,7,3
github.com,5,4
yandex.ru,5,4
search.brave.com,5,2
ssdielect.com,2,2
sigmaelectronica.net,2,1
chatgpt.com,2,1
qwant.com,1,1
