referrer,views_total,views_unique
Google,444,163
Bing,77,19
ya.ru,27,11
DuckDuckGo,19,10
yandex.ru,13,6
pl.search.yahoo.com,10,1
github.com,8,7
youtube.com,8,1
chatgpt.com,7,1
ssdielect.com,5,4
