time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-04 00:00:00+00:00,,,33,16
2025-01-05 00:00:00+00:00,1.0,1.0,46,18
2025-01-06 00:00:00+00:00,3.0,2.0,50,23
2025-01-07 00:00:00+00:00,,,48,21
2025-01-08 00:00:00+00:00,2.0,1.0,61,24
2025-01-09 00:00:00+00:00,,,61,20
2025-01-10 00:00:00+00:00,,,55,25
2025-01-11 00:00:00+00:00,2.0,1.0,76,32
2025-01-12 00:00:00+00:00,1.0,1.0,66,26
2025-01-13 00:00:00+00:00,2.0,1.0,72,25
2025-01-14 00:00:00+00:00,,,126,37
2025-01-15 00:00:00+00:00,3.0,1.0,53,21
2025-01-16 00:00:00+00:00,1.0,1.0,111,33
2025-01-17 00:00:00+00:00,,,62,27
