referrer,views_total,views_unique
Google,333,129
github.com,60,13
Bing,45,22
yandex.ru,15,10
search.brave.com,14,5
ssdielect.com,7,2
DuckDuckGo,5,3
ya.ru,5,2
cn.bing.com,5,1
chatgpt.com,2,1
