time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-19 00:00:00+00:00,,,49,29
2025-01-20 00:00:00+00:00,1.0,1.0,88,35
2025-01-21 00:00:00+00:00,4.0,3.0,63,20
2025-01-22 00:00:00+00:00,,,69,27
2025-01-23 00:00:00+00:00,,,63,25
2025-01-24 00:00:00+00:00,2.0,1.0,62,28
2025-01-25 00:00:00+00:00,2.0,1.0,61,24
2025-01-26 00:00:00+00:00,,,40,25
2025-01-27 00:00:00+00:00,1.0,1.0,47,16
2025-01-28 00:00:00+00:00,1.0,1.0,44,20
2025-01-29 00:00:00+00:00,1.0,1.0,40,22
2025-01-30 00:00:00+00:00,4.0,2.0,33,17
2025-01-31 00:00:00+00:00,6.0,3.0,50,22
2025-02-01 00:00:00+00:00,,,25,9
