time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-22 00:00:00+00:00,6.0,4.0,42,16
2025-09-23 00:00:00+00:00,1.0,1.0,28,17
2025-09-24 00:00:00+00:00,,,18,13
2025-09-25 00:00:00+00:00,1.0,1.0,16,14
2025-09-26 00:00:00+00:00,2.0,2.0,20,15
2025-09-27 00:00:00+00:00,1.0,1.0,35,13
2025-09-28 00:00:00+00:00,1.0,1.0,24,14
2025-09-29 00:00:00+00:00,2.0,2.0,52,15
2025-09-30 00:00:00+00:00,1.0,1.0,43,17
2025-10-01 00:00:00+00:00,2.0,2.0,31,13
2025-10-02 00:00:00+00:00,2.0,2.0,37,16
2025-10-03 00:00:00+00:00,7.0,7.0,24,13
2025-10-04 00:00:00+00:00,5.0,5.0,45,18
2025-10-05 00:00:00+00:00,1.0,1.0,38,15
