referrer,views_total,views_unique
Google,196,98
DuckDuckGo,28,8
yandex.ru,20,10
doubao.com,17,1
Bing,16,13
search.brave.com,13,7
en.nenadsky.com,8,5
chatgpt.com,8,1
ya.ru,7,1
github.com,4,4
