referrer,views_total,views_unique
Google,316,121
Bing,31,14
DuckDuckGo,13,4
ssdielect.com,11,5
yandex.ru,6,4
yandex.by,4,1
github.com,3,3
tonieletronica.com,1,1
search.brave.com,1,1
chatgpt.com,1,1
