referrer,views_total,views_unique
Google,233,105
github.com,66,7
Bing,28,15
DuckDuckGo,20,10
yandex.ru,11,5
uk.search.yahoo.com,10,1
ssdielect.com,6,4
instapaper.com,6,1
search.brave.com,4,1
en.nenadsky.com,3,2
