referrer,views_total,views_unique
Google,84,46
Bing,22,9
DuckDuckGo,9,5
en.nenadsky.com,9,5
github.com,5,5
yandex.ru,5,4
chatgpt.com,2,1
ecosia.org,2,1
qwant.com,1,1
search.brave.com,1,1
