time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-01 00:00:00+00:00,,,39,9
2024-10-02 00:00:00+00:00,3.0,1.0,18,9
2024-10-03 00:00:00+00:00,,,11,7
2024-10-04 00:00:00+00:00,,,8,7
2024-10-05 00:00:00+00:00,1.0,1.0,27,7
2024-10-06 00:00:00+00:00,2.0,1.0,22,8
2024-10-07 00:00:00+00:00,3.0,1.0,33,14
2024-10-08 00:00:00+00:00,1.0,1.0,52,16
2024-10-09 00:00:00+00:00,,,31,10
2024-10-10 00:00:00+00:00,,,31,15
2024-10-11 00:00:00+00:00,2.0,2.0,35,16
2024-10-12 00:00:00+00:00,3.0,1.0,86,24
2024-10-13 00:00:00+00:00,2.0,2.0,44,16
2024-10-14 00:00:00+00:00,,,9,6
