referrer,views_total,views_unique
Google,230,82
Bing,23,9
github.com,18,5
search.brave.com,5,2
statics.teams.cdn.office.net,5,2
DuckDuckGo,4,2
cn.bing.com,1,1
uk.search.yahoo.com,1,1
