referrer,views_total,views_unique
Google,355,132
github.com,59,12
Bing,45,15
DuckDuckGo,12,9
yandex.ru,6,4
search.brave.com,6,2
vn.search.yahoo.com,4,2
pl.search.yahoo.com,4,1
mx.search.yahoo.com,2,1
ssdielect.com,1,1
