referrer,views_total,views_unique
Google,198,93
yandex.ru,26,12
DuckDuckGo,24,10
Bing,17,10
ya.ru,17,4
en.nenadsky.com,14,7
github.com,9,6
search.brave.com,7,3
Yahoo,4,1
yandex.by,2,1
