referrer,views_total,views_unique
Google,275,139
Bing,41,20
DuckDuckGo,25,6
github.com,22,7
en.nenadsky.com,16,10
yandex.ru,16,7
search.brave.com,11,9
chatgpt.com,2,2
ssdielect.com,1,1
