referrer,views_total,views_unique
Google,358,135
Bing,34,10
github.com,33,12
DuckDuckGo,31,10
ssdielect.com,30,13
yandex.ru,19,6
ya.ru,12,3
docs.arduino.cc,9,1
Yahoo,4,1
chatgpt.com,2,1
