referrer,views_total,views_unique
Google,222,92
DuckDuckGo,28,6
Bing,26,14
github.com,19,6
yandex.ru,18,8
yandex.by,10,2
en.nenadsky.com,6,5
m.facebook.com,3,2
ssdielect.com,3,1
Yahoo,2,1
