referrer,views_total,views_unique
Google,321,134
yandex.ru,25,14
DuckDuckGo,24,10
en.nenadsky.com,21,11
github.com,11,4
Bing,9,6
search.brave.com,6,5
ssdielect.com,5,2
ya.ru,4,1
qwant.com,3,1
