referrer,views_total,views_unique
Google,181,102
DuckDuckGo,27,8
Bing,14,11
yandex.ru,12,5
uk.search.yahoo.com,10,1
search.brave.com,8,2
github.com,7,6
ssdielect.com,6,4
en.nenadsky.com,4,3
ya.ru,4,2
