referrer,views_total,views_unique
Google,296,119
DuckDuckGo,45,12
en.nenadsky.com,43,13
github.com,38,10
yandex.ru,24,14
Bing,23,12
Yahoo,10,3
ya.ru,4,3
search.brave.com,3,2
qwant.com,2,2
