referrer,views_total,views_unique
Google,472,190
Bing,98,23
github.com,47,20
DuckDuckGo,42,15
github-com.translate.goog,19,1
ya.ru,18,4
yandex.ru,14,6
search.brave.com,7,3
m.search.naver.com,5,1
cn.bing.com,4,2
