referrer,views_total,views_unique
Google,343,131
github.com,64,10
Bing,44,12
DuckDuckGo,27,7
nl.search.yahoo.com,24,1
yandex.ru,9,6
search.brave.com,6,2
vn.search.yahoo.com,4,2
ya.ru,2,2
mx.search.yahoo.com,2,1
