referrer,views_total,views_unique
Google,259,129
Bing,33,14
github.com,30,8
en.nenadsky.com,24,11
DuckDuckGo,20,8
yandex.ru,16,7
ssdielect.com,11,2
search.brave.com,9,7
Yahoo,5,3
qwant.com,2,2
