referrer,views_total,views_unique
Google,330,138
github.com,51,9
Bing,32,17
yandex.ru,24,8
search.brave.com,8,5
ssdielect.com,8,3
DuckDuckGo,7,6
ca.search.yahoo.com,2,1
de.search.yahoo.com,1,1
