referrer,views_total,views_unique
Google,382,155
Bing,74,19
github.com,52,10
DuckDuckGo,26,13
search.brave.com,19,3
ssdielect.com,12,9
yandex.ru,9,6
es.search.yahoo.com,5,3
pl.search.yahoo.com,3,1
