referrer,views_total,views_unique
Google,202,72
Bing,29,10
search.brave.com,20,6
DuckDuckGo,19,8
github.com,18,10
yandex.ru,16,9
ya.ru,10,2
en.nenadsky.com,8,6
ssdielect.com,2,2
mactronica.com.co,2,1
