time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-09 00:00:00+00:00,3,3,30,19
2025-10-10 00:00:00+00:00,4,4,22,16
2025-10-11 00:00:00+00:00,4,4,21,15
2025-10-12 00:00:00+00:00,6,6,18,13
2025-10-13 00:00:00+00:00,5,4,26,16
2025-10-14 00:00:00+00:00,25,5,18,13
2025-10-15 00:00:00+00:00,15,5,31,18
2025-10-16 00:00:00+00:00,3,2,58,26
2025-10-17 00:00:00+00:00,13,3,33,17
2025-10-18 00:00:00+00:00,8,3,27,17
2025-10-19 00:00:00+00:00,13,3,25,20
2025-10-20 00:00:00+00:00,17,6,23,13
2025-10-21 00:00:00+00:00,7,2,43,18
2025-10-22 00:00:00+00:00,6,1,17,12
