referrer,views_total,views_unique
Google,305,127
yandex.ru,20,12
github.com,19,10
Bing,16,12
Yahoo,13,2
DuckDuckGo,12,7
en.nenadsky.com,10,6
chatgpt.com,4,1
search.brave.com,2,2
qwant.com,1,1
