referrer,views_total,views_unique
Google,170,84
yandex.ru,25,14
DuckDuckGo,15,6
en.nenadsky.com,14,7
search.brave.com,14,5
ya.ru,12,4
Bing,11,6
github.com,8,5
Yahoo,4,1
ssdielect.com,2,1
