referrer,views_total,views_unique
Google,203,96
yandex.ru,27,15
DuckDuckGo,27,7
search.brave.com,21,8
doubao.com,17,1
Bing,15,12
en.nenadsky.com,8,5
chatgpt.com,8,1
ssdielect.com,5,3
github.com,3,3
