referrer,views_total,views_unique
Google,266,101
Bing,37,8
github.com,28,5
ssdielect.com,25,5
DuckDuckGo,15,6
yandex.ru,9,6
search.brave.com,4,3
de.search.yahoo.com,4,1
Yahoo,3,2
cn.bing.com,3,1
