time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-13 00:00:00+00:00,5.0,4.0,30,21
2025-06-14 00:00:00+00:00,4.0,4.0,33,18
2025-06-15 00:00:00+00:00,5.0,5.0,59,19
2025-06-16 00:00:00+00:00,1.0,1.0,66,21
2025-06-17 00:00:00+00:00,2.0,2.0,33,16
2025-06-18 00:00:00+00:00,1.0,1.0,34,14
2025-06-19 00:00:00+00:00,4.0,4.0,21,13
2025-06-20 00:00:00+00:00,2.0,2.0,53,18
2025-06-21 00:00:00+00:00,1.0,1.0,17,10
2025-06-22 00:00:00+00:00,1.0,1.0,26,13
2025-06-23 00:00:00+00:00,7.0,7.0,15,8
2025-06-24 00:00:00+00:00,4.0,4.0,44,15
2025-06-25 00:00:00+00:00,1.0,1.0,35,16
2025-06-26 00:00:00+00:00,,,28,12
